date,name,size,type,price
2015-09-04,veggie_veg,L,veggie,20.25
2015-05-04,veggie_veg,M,veggie,16.0
2015-10-16,veggie_veg,L,veggie,20.25
2015-10-16,veggie_veg,S,veggie,12.0
2015-06-19,veggie_veg,L,veggie,20.25
2015-09-16,veggie_veg,M,veggie,16.0
2015-02-27,veggie_veg,M,veggie,16.0
2015-12-18,veggie_veg,M,veggie,16.0
2015-03-16,veggie_veg,M,veggie,16.0
2015-06-19,veggie_veg,L,veggie,20.25
2015-06-20,veggie_veg,M,veggie,16.0
2015-09-15,veggie_veg,S,veggie,12.0
2015-11-26,veggie_veg,L,veggie,20.25
2015-05-04,veggie_veg,S,veggie,12.0
2015-10-16,veggie_veg,M,veggie,16.0
2015-01-10,veggie_veg,S,veggie,12.0
2015-10-17,veggie_veg,M,veggie,16.0
2015-05-04,veggie_veg,S,veggie,12.0
2015-03-16,veggie_veg,M,veggie,16.0
2015-06-20,veggie_veg,L,veggie,20.25
2015-01-10,veggie_veg,M,veggie,16.0
2015-06-20,veggie_veg,S,veggie,12.0
2015-12-23,veggie_veg,M,veggie,16.0
2015-05-03,veggie_veg,L,veggie,20.25
2015-01-29,veggie_veg,S,veggie,12.0
2015-05-03,veggie_veg,S,veggie,12.0
2015-09-16,veggie_veg,S,veggie,12.0
2015-02-28,veggie_veg,M,veggie,16.0
2015-01-19,veggie_veg,S,veggie,12.0
2015-02-28,veggie_veg,L,veggie,20.25
2015-06-18,veggie_veg,M,veggie,16.0
2015-09-16,veggie_veg,S,veggie,12.0
2015-03-16,veggie_veg,M,veggie,16.0
2015-12-11,veggie_veg,M,veggie,16.0
2015-10-16,veggie_veg,L,veggie,20.25
2015-11-26,veggie_veg,L,veggie,20.25
2015-06-18,veggie_veg,M,veggie,16.0
2015-12-23,veggie_veg,L,veggie,20.25
2015-12-23,veggie_veg,M,veggie,16.0
2015-11-26,veggie_veg,M,veggie,16.0
2015-05-05,veggie_veg,S,veggie,12.0
2015-06-18,veggie_veg,L,veggie,20.25
2015-06-19,veggie_veg,L,veggie,20.25
2015-03-16,veggie_veg,S,veggie,12.0
2015-02-28,veggie_veg,M,veggie,16.0
2015-06-18,veggie_veg,L,veggie,20.25
2015-11-17,veggie_veg,S,veggie,12.0
2015-09-16,veggie_veg,L,veggie,20.25
2015-10-16,veggie_veg,L,veggie,20.25
2015-10-16,veggie_veg,L,veggie,20.25
2015-05-05,veggie_veg,M,veggie,16.0
2015-05-04,veggie_veg,S,veggie,12.0
2015-01-11,veggie_veg,M,veggie,16.0
2015-06-19,veggie_veg,S,veggie,12.0
2015-05-03,veggie_veg,M,veggie,16.0
2015-02-27,veggie_veg,M,veggie,16.0
2015-03-18,veggie_veg,L,veggie,20.25
2015-11-16,veggie_veg,M,veggie,16.0
2015-11-27,veggie_veg,L,veggie,20.25
2015-11-16,veggie_veg,M,veggie,16.0
2015-02-26,veggie_veg,L,veggie,20.25
2015-03-17,veggie_veg,S,veggie,12.0
2015-12-13,veggie_veg,M,veggie,16.0
2015-11-16,veggie_veg,M,veggie,16.0
2015-02-26,veggie_veg,L,veggie,20.25
2015-05-01,veggie_veg,M,veggie,16.0
2015-11-27,veggie_veg,M,veggie,16.0
2015-06-23,veggie_veg,M,veggie,16.0
2015-01-10,veggie_veg,S,veggie,12.0
2015-02-26,veggie_veg,S,veggie,12.0
2015-03-17,veggie_veg,M,veggie,16.0
2015-10-18,veggie_veg,M,veggie,16.0
2015-06-24,veggie_veg,M,veggie,16.0
2015-02-01,veggie_veg,L,veggie,20.25
2015-05-01,veggie_veg,S,veggie,12.0
2015-06-24,veggie_veg,S,veggie,12.0
2015-09-13,veggie_veg,M,veggie,16.0
2015-05-01,veggie_veg,S,veggie,12.0
2015-05-01,veggie_veg,M,veggie,16.0
2015-12-11,veggie_veg,M,veggie,16.0
2015-10-20,veggie_veg,S,veggie,12.0
2015-06-24,veggie_veg,L,veggie,20.25
2015-05-02,veggie_veg,M,veggie,16.0
2015-11-27,veggie_veg,M,veggie,16.0
2015-05-03,veggie_veg,L,veggie,20.25
2015-06-21,veggie_veg,M,veggie,16.0
2015-10-17,veggie_veg,M,veggie,16.0
2015-05-03,veggie_veg,M,veggie,16.0
2015-01-10,veggie_veg,M,veggie,16.0
2015-10-17,veggie_veg,L,veggie,20.25
2015-09-15,veggie_veg,S,veggie,12.0
2015-03-17,veggie_veg,L,veggie,20.25
2015-02-27,veggie_veg,M,veggie,16.0
2015-06-21,veggie_veg,S,veggie,12.0
2015-06-21,veggie_veg,M,veggie,16.0
2015-10-17,veggie_veg,M,veggie,16.0
2015-02-27,veggie_veg,S,veggie,12.0
2015-09-14,veggie_veg,S,veggie,12.0
2015-06-22,veggie_veg,S,veggie,12.0
2015-06-21,veggie_veg,M,veggie,16.0
2015-01-19,veggie_veg,S,veggie,12.0
2015-12-11,veggie_veg,M,veggie,16.0
2015-02-27,veggie_veg,M,veggie,16.0
2015-01-19,veggie_veg,M,veggie,16.0
2015-03-17,veggie_veg,S,veggie,12.0
2015-06-22,veggie_veg,M,veggie,16.0
2015-06-22,veggie_veg,S,veggie,12.0
2015-05-02,veggie_veg,M,veggie,16.0
2015-06-22,veggie_veg,M,veggie,16.0
2015-09-14,veggie_veg,S,veggie,12.0
2015-11-15,veggie_veg,M,veggie,16.0
2015-09-10,veggie_veg,M,veggie,16.0
2015-09-10,veggie_veg,S,veggie,12.0
2015-12-10,veggie_veg,L,veggie,20.25
2015-02-02,veggie_veg,L,veggie,20.25
2015-03-20,veggie_veg,M,veggie,16.0
2015-10-24,veggie_veg,L,veggie,20.25
2015-12-10,veggie_veg,L,veggie,20.25
2015-02-02,veggie_veg,S,veggie,12.0
2015-07-06,veggie_veg,S,veggie,12.0
2015-07-06,veggie_veg,L,veggie,20.25
2015-07-06,veggie_veg,S,veggie,12.0
2015-07-06,veggie_veg,M,veggie,16.0
2015-09-05,veggie_veg,M,veggie,16.0
2015-07-07,veggie_veg,M,veggie,16.0
2015-02-02,veggie_veg,S,veggie,12.0
2015-04-22,veggie_veg,M,veggie,16.0
2015-07-07,veggie_veg,S,veggie,12.0
2015-01-07,veggie_veg,S,veggie,12.0
2015-10-24,veggie_veg,L,veggie,20.25
2015-11-14,veggie_veg,S,veggie,12.0
2015-09-05,veggie_veg,S,veggie,12.0
2015-02-20,veggie_veg,M,veggie,16.0
2015-09-05,veggie_veg,M,veggie,16.0
2015-04-22,veggie_veg,M,veggie,16.0
2015-09-05,veggie_veg,M,veggie,16.0
2015-10-25,veggie_veg,S,veggie,12.0
2015-12-13,veggie_veg,L,veggie,20.25
2015-02-20,veggie_veg,M,veggie,16.0
2015-07-06,veggie_veg,L,veggie,20.25
2015-01-22,veggie_veg,S,veggie,12.0
2015-01-08,veggie_veg,M,veggie,16.0
2015-04-23,veggie_veg,M,veggie,16.0
2015-12-17,veggie_veg,S,veggie,12.0
2015-07-05,veggie_veg,S,veggie,12.0
2015-07-05,veggie_veg,M,veggie,16.0
2015-01-21,veggie_veg,M,veggie,16.0
2015-07-05,veggie_veg,M,veggie,16.0
2015-01-08,veggie_veg,M,veggie,16.0
2015-01-28,veggie_veg,M,veggie,16.0
2015-12-26,veggie_veg,L,veggie,20.25
2015-04-23,veggie_veg,M,veggie,16.0
2015-04-23,veggie_veg,M,veggie,16.0
2015-07-05,veggie_veg,L,veggie,20.25
2015-02-02,veggie_veg,S,veggie,12.0
2015-07-05,veggie_veg,M,veggie,16.0
2015-03-20,veggie_veg,M,veggie,16.0
2015-02-20,veggie_veg,S,veggie,12.0
2015-09-06,veggie_veg,M,veggie,16.0
2015-02-20,veggie_veg,M,veggie,16.0
2015-02-20,veggie_veg,S,veggie,12.0
2015-01-08,veggie_veg,L,veggie,20.25
2015-11-14,veggie_veg,S,veggie,12.0
2015-07-06,veggie_veg,L,veggie,20.25
2015-01-08,veggie_veg,S,veggie,12.0
2015-02-20,veggie_veg,L,veggie,20.25
2015-02-02,veggie_veg,L,veggie,20.25
2015-07-07,veggie_veg,L,veggie,20.25
2015-09-10,veggie_veg,M,veggie,16.0
2015-02-18,veggie_veg,M,veggie,16.0
2015-09-04,veggie_veg,M,veggie,16.0
2015-04-20,veggie_veg,S,veggie,12.0
2015-12-01,veggie_veg,M,veggie,16.0
2015-07-09,veggie_veg,L,veggie,20.25
2015-12-10,veggie_veg,M,veggie,16.0
2015-01-07,veggie_veg,S,veggie,12.0
2015-04-20,veggie_veg,M,veggie,16.0
2015-07-09,veggie_veg,S,veggie,12.0
2015-07-09,veggie_veg,L,veggie,20.25
2015-07-09,veggie_veg,M,veggie,16.0
2015-07-09,veggie_veg,L,veggie,20.25
2015-02-03,veggie_veg,L,veggie,20.25
2015-04-20,veggie_veg,S,veggie,12.0
2015-10-27,veggie_veg,S,veggie,12.0
2015-09-04,veggie_veg,L,veggie,20.25
2015-01-22,veggie_veg,M,veggie,16.0
2015-02-18,veggie_veg,M,veggie,16.0
2015-12-26,veggie_veg,M,veggie,16.0
2015-01-28,veggie_veg,S,veggie,12.0
2015-01-07,veggie_veg,S,veggie,12.0
2015-12-17,veggie_veg,M,veggie,16.0
2015-10-27,veggie_veg,M,veggie,16.0
2015-02-03,veggie_veg,L,veggie,20.25
2015-09-04,veggie_veg,S,veggie,12.0
2015-02-19,veggie_veg,M,veggie,16.0
2015-02-19,veggie_veg,L,veggie,20.25
2015-04-21,veggie_veg,M,veggie,16.0
2015-07-08,veggie_veg,L,veggie,20.25
2015-04-21,veggie_veg,M,veggie,16.0
2015-09-05,veggie_veg,M,veggie,16.0
2015-01-22,veggie_veg,M,veggie,16.0
2015-07-07,veggie_veg,S,veggie,12.0
2015-07-07,veggie_veg,S,veggie,12.0
2015-12-17,veggie_veg,L,veggie,20.25
2015-11-30,veggie_veg,M,veggie,16.0
2015-01-22,veggie_veg,S,veggie,12.0
2015-03-21,veggie_veg,M,veggie,16.0
2015-12-26,veggie_veg,M,veggie,16.0
2015-02-19,veggie_veg,S,veggie,12.0
2015-01-07,veggie_veg,M,veggie,16.0
2015-10-25,veggie_veg,S,veggie,12.0
2015-07-08,veggie_veg,L,veggie,20.25
2015-01-22,veggie_veg,M,veggie,16.0
2015-12-01,veggie_veg,S,veggie,12.0
2015-02-19,veggie_veg,S,veggie,12.0
2015-12-13,veggie_veg,M,veggie,16.0
2015-04-21,veggie_veg,L,veggie,20.25
2015-12-01,veggie_veg,S,veggie,12.0
2015-02-19,veggie_veg,M,veggie,16.0
2015-03-21,veggie_veg,M,veggie,16.0
2015-07-08,veggie_veg,M,veggie,16.0
2015-03-21,veggie_veg,M,veggie,16.0
2015-04-23,veggie_veg,S,veggie,12.0
2015-07-04,veggie_veg,M,veggie,16.0
2015-09-06,veggie_veg,L,veggie,20.25
2015-04-25,veggie_veg,S,veggie,12.0
2015-07-01,veggie_veg,M,veggie,16.0
2015-02-23,veggie_veg,S,veggie,12.0
2015-10-22,veggie_veg,M,veggie,16.0
2015-11-15,veggie_veg,S,veggie,12.0
2015-01-08,veggie_veg,M,veggie,16.0
2015-02-23,veggie_veg,M,veggie,16.0
2015-12-17,veggie_veg,S,veggie,12.0
2015-09-09,veggie_veg,S,veggie,12.0
2015-12-24,veggie_veg,M,veggie,16.0
2015-01-21,veggie_veg,S,veggie,12.0
2015-02-02,veggie_veg,S,veggie,12.0
2015-04-25,veggie_veg,M,veggie,16.0
2015-10-22,veggie_veg,M,veggie,16.0
2015-11-28,veggie_veg,S,veggie,12.0
2015-09-09,veggie_veg,M,veggie,16.0
2015-04-25,veggie_veg,S,veggie,12.0
2015-07-02,veggie_veg,S,veggie,12.0
2015-10-23,veggie_veg,M,veggie,16.0
2015-01-21,veggie_veg,S,veggie,12.0
2015-11-28,veggie_veg,M,veggie,16.0
2015-02-22,veggie_veg,S,veggie,12.0
2015-01-21,veggie_veg,M,veggie,16.0
2015-04-25,veggie_veg,S,veggie,12.0
2015-01-08,veggie_veg,M,veggie,16.0
2015-11-28,veggie_veg,M,veggie,16.0
2015-07-01,veggie_veg,L,veggie,20.25
2015-11-29,veggie_veg,M,veggie,16.0
2015-09-10,veggie_veg,S,veggie,12.0
2015-12-13,veggie_veg,L,veggie,20.25
2015-04-26,veggie_veg,L,veggie,20.25
2015-04-26,veggie_veg,L,veggie,20.25
2015-03-19,veggie_veg,L,veggie,20.25
2015-04-26,veggie_veg,S,veggie,12.0
2015-02-23,veggie_veg,L,veggie,20.25
2015-09-10,veggie_veg,M,veggie,16.0
2015-09-10,veggie_veg,M,veggie,16.0
2015-03-19,veggie_veg,L,veggie,20.25
2015-06-30,veggie_veg,L,veggie,20.25
2015-01-21,veggie_veg,M,veggie,16.0
2015-12-10,veggie_veg,S,veggie,12.0
2015-11-28,veggie_veg,S,veggie,12.0
2015-01-21,veggie_veg,M,veggie,16.0
2015-02-02,veggie_veg,M,veggie,16.0
2015-04-26,veggie_veg,L,veggie,20.25
2015-01-08,veggie_veg,S,veggie,12.0
2015-06-30,veggie_veg,L,veggie,20.25
2015-09-09,veggie_veg,M,veggie,16.0
2015-02-23,veggie_veg,L,veggie,20.25
2015-02-23,veggie_veg,S,veggie,12.0
2015-10-22,veggie_veg,M,veggie,16.0
2015-02-02,veggie_veg,M,veggie,16.0
2015-07-01,veggie_veg,M,veggie,16.0
2015-07-02,veggie_veg,L,veggie,20.25
2015-12-10,veggie_veg,M,veggie,16.0
2015-04-24,veggie_veg,M,veggie,16.0
2015-01-21,veggie_veg,M,veggie,16.0
2015-04-24,veggie_veg,S,veggie,12.0
2015-04-24,veggie_veg,L,veggie,20.25
2015-02-21,veggie_veg,L,veggie,20.25
2015-07-03,veggie_veg,S,veggie,12.0
2015-02-21,veggie_veg,S,veggie,12.0
2015-04-24,veggie_veg,L,veggie,20.25
2015-02-21,veggie_veg,S,veggie,12.0
2015-02-21,veggie_veg,S,veggie,12.0
2015-02-21,veggie_veg,L,veggie,20.25
2015-09-07,veggie_veg,M,veggie,16.0
2015-03-20,veggie_veg,M,veggie,16.0
2015-07-04,veggie_veg,S,veggie,12.0
2015-07-03,veggie_veg,S,veggie,12.0
2015-01-16,veggie_veg,L,veggie,20.25
2015-11-14,veggie_veg,S,veggie,12.0
2015-10-23,veggie_veg,M,veggie,16.0
2015-04-23,veggie_veg,M,veggie,16.0
2015-04-23,veggie_veg,L,veggie,20.25
2015-07-04,veggie_veg,L,veggie,20.25
2015-07-04,veggie_veg,S,veggie,12.0
2015-04-23,veggie_veg,S,veggie,12.0
2015-07-04,veggie_veg,M,veggie,16.0
2015-07-04,veggie_veg,L,veggie,20.25
2015-03-20,veggie_veg,L,veggie,20.25
2015-10-23,veggie_veg,S,veggie,12.0
2015-11-29,veggie_veg,M,veggie,16.0
2015-11-14,veggie_veg,M,veggie,16.0
2015-03-20,veggie_veg,M,veggie,16.0
2015-02-02,veggie_veg,M,veggie,16.0
2015-07-03,veggie_veg,M,veggie,16.0
2015-04-24,veggie_veg,M,veggie,16.0
2015-10-23,veggie_veg,L,veggie,20.25
2015-11-29,veggie_veg,L,veggie,20.25
2015-09-08,veggie_veg,L,veggie,20.25
2015-01-08,veggie_veg,S,veggie,12.0
2015-10-23,veggie_veg,M,veggie,16.0
2015-07-03,veggie_veg,L,veggie,20.25
2015-11-29,veggie_veg,M,veggie,16.0
2015-10-23,veggie_veg,L,veggie,20.25
2015-03-20,veggie_veg,M,veggie,16.0
2015-02-22,veggie_veg,L,veggie,20.25
2015-01-21,veggie_veg,M,veggie,16.0
2015-09-08,veggie_veg,S,veggie,12.0
2015-09-08,veggie_veg,S,veggie,12.0
2015-04-24,veggie_veg,M,veggie,16.0
2015-01-28,veggie_veg,M,veggie,16.0
2015-07-03,veggie_veg,S,veggie,12.0
2015-02-22,veggie_veg,M,veggie,16.0
2015-12-17,veggie_veg,M,veggie,16.0
2015-10-23,veggie_veg,M,veggie,16.0
2015-07-03,veggie_veg,S,veggie,12.0
2015-11-17,veggie_veg,M,veggie,16.0
2015-09-17,veggie_veg,M,veggie,16.0
2015-06-18,veggie_veg,M,veggie,16.0
2015-03-06,veggie_veg,M,veggie,16.0
2015-06-01,veggie_veg,M,veggie,16.0
2015-10-09,veggie_veg,M,veggie,16.0
2015-03-12,veggie_veg,M,veggie,16.0
2015-03-12,veggie_veg,S,veggie,12.0
2015-06-01,veggie_veg,S,veggie,12.0
2015-01-31,veggie_veg,M,veggie,16.0
2015-09-29,veggie_veg,L,veggie,20.25
2015-11-19,veggie_veg,S,veggie,12.0
2015-12-12,veggie_veg,S,veggie,12.0
2015-12-12,veggie_veg,S,veggie,12.0
2015-12-12,veggie_veg,M,veggie,16.0
2015-11-23,veggie_veg,M,veggie,16.0
2015-03-07,veggie_veg,M,veggie,16.0
2015-03-12,veggie_veg,L,veggie,20.25
2015-05-15,veggie_veg,L,veggie,20.25
2015-06-01,veggie_veg,L,veggie,20.25
2015-05-15,veggie_veg,L,veggie,20.25
2015-05-15,veggie_veg,L,veggie,20.25
2015-03-12,veggie_veg,L,veggie,20.25
2015-06-01,veggie_veg,M,veggie,16.0
2015-03-06,veggie_veg,S,veggie,12.0
2015-03-12,veggie_veg,S,veggie,12.0
2015-06-01,veggie_veg,S,veggie,12.0
2015-09-28,veggie_veg,S,veggie,12.0
2015-01-17,veggie_veg,M,veggie,16.0
2015-12-21,veggie_veg,M,veggie,16.0
2015-03-06,veggie_veg,L,veggie,20.25
2015-05-30,veggie_veg,S,veggie,12.0
2015-09-30,veggie_veg,M,veggie,16.0
2015-11-22,veggie_veg,S,veggie,12.0
2015-03-11,veggie_veg,M,veggie,16.0
2015-11-19,veggie_veg,M,veggie,16.0
2015-05-17,veggie_veg,L,veggie,20.25
2015-05-30,veggie_veg,M,veggie,16.0
2015-01-31,veggie_veg,L,veggie,20.25
2015-01-31,veggie_veg,L,veggie,20.25
2015-05-30,veggie_veg,S,veggie,12.0
2015-01-14,veggie_veg,M,veggie,16.0
2015-10-08,veggie_veg,L,veggie,20.25
2015-11-19,veggie_veg,S,veggie,12.0
2015-05-16,veggie_veg,L,veggie,20.25
2015-05-17,veggie_veg,L,veggie,20.25
2015-01-30,veggie_veg,S,veggie,12.0
2015-05-31,veggie_veg,L,veggie,20.25
2015-01-14,veggie_veg,M,veggie,16.0
2015-05-16,veggie_veg,L,veggie,20.25
2015-05-16,veggie_veg,S,veggie,12.0
2015-11-19,veggie_veg,S,veggie,12.0
2015-09-29,veggie_veg,M,veggie,16.0
2015-09-29,veggie_veg,M,veggie,16.0
2015-03-07,veggie_veg,L,veggie,20.25
2015-03-07,veggie_veg,L,veggie,20.25
2015-09-28,veggie_veg,S,veggie,12.0
2015-09-28,veggie_veg,L,veggie,20.25
2015-03-05,veggie_veg,M,veggie,16.0
2015-03-05,veggie_veg,S,veggie,12.0
2015-11-19,veggie_veg,L,veggie,20.25
2015-03-05,veggie_veg,S,veggie,12.0
2015-12-19,veggie_veg,M,veggie,16.0
2015-06-03,veggie_veg,S,veggie,12.0
2015-09-27,veggie_veg,L,veggie,20.25
2015-06-04,veggie_veg,S,veggie,12.0
2015-09-27,veggie_veg,L,veggie,20.25
2015-06-04,veggie_veg,L,veggie,20.25
2015-10-10,veggie_veg,S,veggie,12.0
2015-11-24,veggie_veg,S,veggie,12.0
2015-10-10,veggie_veg,M,veggie,16.0
2015-01-14,veggie_veg,M,veggie,16.0
2015-06-03,veggie_veg,L,veggie,20.25
2015-10-10,veggie_veg,L,veggie,20.25
2015-03-13,veggie_veg,M,veggie,16.0
2015-10-10,veggie_veg,L,veggie,20.25
2015-09-27,veggie_veg,M,veggie,16.0
2015-06-04,veggie_veg,S,veggie,12.0
2015-10-10,veggie_veg,S,veggie,12.0
2015-05-14,veggie_veg,S,veggie,12.0
2015-01-31,veggie_veg,S,veggie,12.0
2015-06-05,veggie_veg,M,veggie,16.0
2015-09-26,veggie_veg,L,veggie,20.25
2015-01-14,veggie_veg,M,veggie,16.0
2015-06-03,veggie_veg,L,veggie,20.25
2015-06-03,veggie_veg,S,veggie,12.0
2015-06-02,veggie_veg,L,veggie,20.25
2015-09-28,veggie_veg,L,veggie,20.25
2015-01-14,veggie_veg,L,veggie,20.25
2015-12-12,veggie_veg,M,veggie,16.0
2015-01-14,veggie_veg,L,veggie,20.25
2015-03-06,veggie_veg,M,veggie,16.0
2015-03-06,veggie_veg,S,veggie,12.0
2015-12-21,veggie_veg,M,veggie,16.0
2015-01-14,veggie_veg,M,veggie,16.0
2015-11-23,veggie_veg,M,veggie,16.0
2015-06-02,veggie_veg,M,veggie,16.0
2015-06-02,veggie_veg,L,veggie,20.25
2015-12-19,veggie_veg,M,veggie,16.0
2015-11-23,veggie_veg,M,veggie,16.0
2015-01-17,veggie_veg,L,veggie,20.25
2015-03-06,veggie_veg,L,veggie,20.25
2015-10-09,veggie_veg,L,veggie,20.25
2015-06-02,veggie_veg,M,veggie,16.0
2015-11-24,veggie_veg,L,veggie,20.25
2015-09-27,veggie_veg,M,veggie,16.0
2015-01-17,veggie_veg,S,veggie,12.0
2015-03-06,veggie_veg,L,veggie,20.25
2015-09-27,veggie_veg,S,veggie,12.0
2015-03-05,veggie_veg,S,veggie,12.0
2015-03-13,veggie_veg,L,veggie,20.25
2015-06-03,veggie_veg,S,veggie,12.0
2015-05-17,veggie_veg,M,veggie,16.0
2015-05-17,veggie_veg,M,veggie,16.0
2015-03-08,veggie_veg,S,veggie,12.0
2015-05-21,veggie_veg,M,veggie,16.0
2015-01-15,veggie_veg,M,veggie,16.0
2015-05-25,veggie_veg,S,veggie,12.0
2015-12-20,veggie_veg,M,veggie,16.0
2015-10-02,veggie_veg,S,veggie,12.0
2015-10-06,veggie_veg,S,veggie,12.0
2015-05-25,veggie_veg,M,veggie,16.0
2015-05-25,veggie_veg,M,veggie,16.0
2015-05-21,veggie_veg,S,veggie,12.0
2015-10-06,veggie_veg,S,veggie,12.0
2015-05-25,veggie_veg,L,veggie,20.25
2015-11-20,veggie_veg,M,veggie,16.0
2015-05-21,veggie_veg,L,veggie,20.25
2015-05-22,veggie_veg,M,veggie,16.0
2015-11-20,veggie_veg,S,veggie,12.0
2015-10-02,veggie_veg,L,veggie,20.25
2015-05-20,veggie_veg,L,veggie,20.25
2015-12-20,veggie_veg,M,veggie,16.0
2015-03-10,veggie_veg,S,veggie,12.0
2015-05-20,veggie_veg,S,veggie,12.0
2015-12-20,veggie_veg,L,veggie,20.25
2015-05-26,veggie_veg,M,veggie,16.0
